time;state;goal
12,65;0,666658;1
12,66;0,666658;1
12,67;0,666658;1
12,68;0,666658;1
12,69;0,666658;1
12,7;0,666658;1
12,71;0,666658;1
12,72;0,666658;1
12,73;0,666658;1
12,74;0,666658;1
12,75;0,666657;1
12,76;0,666657;1
12,77;0,666657;1
12,78;0,666657;1
12,79;0,666657;1
12,8;0,666658;1
12,81;0,666658;1
12,82;0,666658;1
12,83;0,666658;1
12,84;0,666658;1
12,85;0,666658;1
12,86;0,666658;1
12,87;0,666658;1
12,88;0,666658;1
12,89;0,666658;1
12,9;0,666658;1
12,91;0,666658;1
12,92;0,666658;1
12,93;0,666658;1
12,94;0,666658;1
12,95;0,666658;1
12,96;0,666658;1
12,97;0,666658;1
12,98;0,666658;1
12,99;0,666658;1
13;0,666658;1
13,01;0,666658;1
13,02;0,666658;1
13,03;0,666658;1
13,04;0,666658;1
13,05;0,666658;1
13,06;0,666658;1
13,07;0,666659;1
13,08;0,666659;1
13,09;0,666659;1
13,1;0,666659;1
13,11;0,666659;1
13,12;0,666659;1
13,13;0,666659;1
13,14;0,666659;1
13,15;0,666659;1
13,16;0,666659;1
13,17;0,666659;1
13,18;0,666659;1
13,19;0,666659;1
13,2;0,666659;1
13,21;0,666659;1
13,22;0,66666;1
13,23;0,66666;1
13,24;0,66666;1
13,25;0,66666;1
13,26;0,66666;1
13,27;0,66666;1
13,28;0,66666;1
13,29;0,66666;1
13,3;0,66666;1
13,31;0,66666;1
13,32;0,66666;1
13,33;0,66666;1
13,34;0,666661;1
13,35;0,666661;1
13,36;0,666661;1
13,37;0,666661;1
13,38;0,666661;1
13,39;0,666661;1
13,4;0,666661;1
13,41;0,666661;1
13,42;0,666661;1
13,43;0,666661;1
13,44;0,666661;1
13,45;0,666661;1
13,46;0,666662;1
13,47;0,666662;1
13,48;0,666662;1
13,49;0,666662;1
13,5;0,666662;1
13,51;0,666662;1
13,52;0,666662;1
13,53;0,666662;1
13,54;0,666662;1
13,55;0,666662;1
13,56;0,666662;1
13,57;0,666662;1
13,58;0,666663;1
13,59;0,666663;1
13,6;0,666663;1
13,61;0,666663;1
13,62;0,666663;1
13,63;0,666663;1
13,64;0,666663;1
13,65;0,666663;1
13,66;0,666663;1
13,67;0,666663;1
13,68;0,666663;1
13,69;0,666663;1
13,7;0,666664;1
13,71;0,666664;1
13,72;0,666664;1
13,73;0,666664;1
13,74;0,666664;1
13,75;0,666664;1
13,76;0,666664;1
13,77;0,666664;1
13,78;0,666664;1
13,79;0,666664;1
13,8;0,666664;1
13,81;0,666664;1
13,82;0,666664;1
13,83;0,666665;1
13,84;0,666665;1
13,85;0,666665;1
13,86;0,666665;1
13,87;0,666665;1
13,88;0,666665;1
13,89;0,666665;1
13,9;0,666665;1
13,91;0,666665;1
13,92;0,666665;1
13,93;0,666665;1
13,94;0,666665;1
13,95;0,666665;1
13,96;0,666665;1
13,97;0,666665;1
13,98;0,666666;1
13,99;0,666666;1
14;0,666666;1
14,01;0,666666;1
14,02;0,666666;1
14,03;0,666666;1
14,04;0,666666;1
14,05;0,666666;1
14,06;0,666666;1
14,07;0,666666;1
14,08;0,666666;1
14,09;0,666666;1
14,1;0,666666;1
14,11;0,666666;1
14,12;0,666666;1
14,13;0,666666;1
14,14;0,666666;1
14,15;0,666666;1
14,16;0,666667;1
14,17;0,666667;1
14,18;0,666667;1
14,19;0,666667;1
14,2;0,666667;1
14,21;0,666667;1
14,22;0,666667;1
14,23;0,666667;1
14,24;0,666667;1
14,25;0,666667;1
14,26;0,666667;1
14,27;0,666667;1
14,28;0,666667;1
14,29;0,666667;1
14,3;0,666667;1
14,31;0,666667;1
14,32;0,666667;1
14,33;0,666667;1
14,34;0,666667;1
14,35;0,666667;1
14,36;0,666667;1
14,37;0,666667;1
14,38;0,666667;1
14,39;0,666667;1
14,4;0,666667;1
14,41;0,666667;1
14,42;0,666668;1
14,43;0,666668;1
14,44;0,666668;1
14,45;0,666668;1
14,46;0,666668;1
14,47;0,666668;1
14,48;0,666668;1
14,49;0,666668;1
14,5;0,666668;1
14,51;0,666668;1
14,52;0,666668;1
14,53;0,666668;1
14,54;0,666668;1
14,55;0,666668;1
14,56;0,666668;1
14,57;0,666668;1
14,58;0,666668;1
14,59;0,666668;1
14,6;0,666668;1
14,61;0,666668;1
14,62;0,666668;1
14,63;0,666668;1
14,64;0,666668;1
14,65;0,666668;1
14,66;0,666668;1
14,67;0,666668;1
14,68;0,666668;1
14,69;0,666668;1
14,7;0,666668;1
14,71;0,666668;1
14,72;0,666668;1
14,73;0,666668;1
14,74;0,666668;1
14,75;0,666668;1
14,76;0,666668;1
14,77;0,666668;1
14,78;0,666668;1
14,79;0,666668;1
14,8;0,666668;1
14,81;0,666668;1
14,82;0,666668;1
14,83;0,666668;1
14,84;0,666668;1
14,85;0,666668;1
14,86;0,666668;1
14,87;0,666668;1
14,88;0,666668;1
14,89;0,666668;1
14,9;0,666668;1
14,91;0,666668;1
14,92;0,666668;1
14,93;0,666668;1
14,94;0,666668;1
14,95;0,666668;1
14,96;0,666668;1
14,97;0,666668;1
14,98;0,666668;1
14,99;0,666668;1
15;0,666668;1
15,01;0,666668;1
15,02;0,666668;1
15,03;0,666668;1
15,04;0,666668;1
15,05;0,666668;1
15,06;0,666668;1
15,07;0,666668;1
15,08;0,666668;1
15,09;0,666668;1
15,1;0,666668;1
15,11;0,666668;1
15,12;0,666668;1
15,13;0,666668;1
15,14;0,666668;1
15,15;0,666668;1
15,16;0,666668;1
15,17;0,666668;1
15,18;0,666668;1
15,19;0,666668;1
15,2;0,666668;1
15,21;0,666668;1
15,22;0,666668;1
15,23;0,666668;1
15,24;0,666668;1
15,25;0,666668;1
15,26;0,666668;1
15,27;0,666668;1
15,28;0,666668;1
15,29;0,666668;1
15,3;0,666668;1
15,31;0,666668;1
15,32;0,666668;1
15,33;0,666668;1
15,34;0,666668;1
15,35;0,666668;1
15,36;0,666668;1
15,37;0,666668;1
15,38;0,666668;1
15,39;0,666668;1
15,4;0,666668;1
15,41;0,666668;1
15,42;0,666668;1
15,43;0,666668;1
15,44;0,666668;1
15,45;0,666668;1
15,46;0,666668;1
15,47;0,666668;1
15,48;0,666668;1
15,49;0,666668;1
15,5;0,666668;1
15,51;0,666668;1
15,52;0,666668;1
15,53;0,666668;1
15,54;0,666668;1
15,55;0,666667;1
15,56;0,666667;1
15,57;0,666667;1
15,58;0,666667;1
15,59;0,666667;1
15,6;0,666667;1
15,61;0,666667;1
15,62;0,666667;1
15,63;0,666667;1
15,64;0,666667;1
15,65;0,666667;1
15,66;0,666667;1
15,67;0,666667;1
15,68;0,666667;1
15,69;0,666667;1
15,7;0,666667;1
15,71;0,666667;1
15,72;0,666667;1
15,73;0,666667;1
15,74;0,666667;1
15,75;0,666667;1
15,76;0,666667;1
15,77;0,666667;1
15,78;0,666667;1
15,79;0,666667;1
15,8;0,666667;1
15,81;0,666667;1
15,82;0,666667;1
15,83;0,666667;1
15,84;0,666667;1
15,85;0,666667;1
15,86;0,666667;1
15,87;0,666667;1
15,88;0,666667;1
15,89;0,666667;1
15,9;0,666667;1
15,91;0,666667;1
15,92;0,666667;1
15,93;0,666667;1
15,94;0,666667;1
15,95;0,666667;1
15,96;0,666667;1
15,97;0,666667;1
15,98;0,666667;1
15,99;0,666667;1
16;0,666667;1
16,01;0,666667;1
16,02;0,666667;1
16,03;0,666667;1
16,04;0,666667;1
16,05;0,666667;1
16,06;0,666667;1
16,07;0,666667;1
16,08;0,666667;1
16,09;0,666667;1
16,1;0,666667;1
16,11;0,666667;1
16,12;0,666667;1
16,13;0,666667;1
16,14;0,666667;1
16,15;0,666667;1
16,16;0,666667;1
16,17;0,666667;1
16,18;0,666667;1
16,19;0,666667;1
16,2;0,666667;1
16,21;0,666667;1
16,22;0,666667;1
16,23;0,666667;1
16,24;0,666667;1
16,25;0,666667;1
16,26;0,666667;1
16,27;0,666667;1
16,28;0,666667;1
16,29;0,666667;1
16,3;0,666667;1
16,31;0,666667;1
16,32;0,666667;1
16,33;0,666667;1
16,34;0,666667;1
16,35;0,666667;1
16,36;0,666667;1
16,37;0,666667;1
16,38;0,666667;1
16,39;0,666667;1
16,4;0,666667;1
16,41;0,666667;1
16,42;0,666667;1
16,43;0,666667;1
16,44;0,666667;1
16,45;0,666667;1
16,46;0,666667;1
16,47;0,666667;1
16,48;0,666667;1
16,49;0,666667;1
16,5;0,666667;1
16,51;0,666667;1
16,52;0,666667;1
16,53;0,666667;1
16,54;0,666667;1
16,55;0,666667;1
16,56;0,666667;1
16,57;0,666667;1
16,58;0,666667;1
16,59;0,666667;1
16,6;0,666667;1
16,61;0,666667;1
16,62;0,666667;1
16,63;0,666666;1
16,64;0,666666;1
16,65;0,666666;1
16,66;0,666666;1
16,67;0,666666;1
16,68;0,666666;1
16,69;0,666666;1
16,7;0,666666;1
16,71;0,666666;1
16,72;0,666666;1
16,73;0,666666;1
16,74;0,666666;1
16,75;0,666666;1
16,76;0,666666;1
16,77;0,666666;1
16,78;0,666666;1
16,79;0,666666;1
16,8;0,666666;1
16,81;0,666666;1
16,82;0,666666;1
16,83;0,666666;1
16,84;0,666666;1
16,85;0,666666;1
16,86;0,666666;1
16,87;0,666666;1
16,88;0,666666;1
16,89;0,666666;1
16,9;0,666666;1
16,91;0,666666;1
16,92;0,666666;1
16,93;0,666666;1
16,94;0,666666;1
16,95;0,666666;1
16,96;0,666666;1
16,97;0,666666;1
16,98;0,666666;1
16,99;0,666666;1
17;0,666666;1
17,01;0,666666;1
17,02;0,666666;1
17,03;0,666666;1
17,04;0,666666;1
17,05;0,666666;1
17,06;0,666666;1
17,07;0,666666;1
17,08;0,666666;1
17,09;0,666666;1
17,1;0,666666;1
17,11;0,666666;1
17,12;0,666666;1
17,13;0,666666;1
17,14;0,666666;1
17,15;0,666666;1
17,16;0,666666;1
17,17;0,666666;1
17,18;0,666666;1
17,19;0,666666;1
17,2;0,666666;1
17,21;0,666666;1
17,22;0,666666;1
17,23;0,666666;1
17,24;0,666666;1
17,25;0,666666;1
17,26;0,666666;1
17,27;0,666666;1
17,28;0,666666;1
17,29;0,666666;1
17,3;0,666666;1
17,31;0,666666;1
17,32;0,666666;1
17,33;0,666666;1
17,34;0,666666;1
17,35;0,666666;1
17,36;0,666666;1
17,37;0,666666;1
17,38;0,666666;1
17,39;0,666666;1
17,4;0,666666;1
17,41;0,666666;1
17,42;0,666666;1
17,43;0,666666;1
17,44;0,666666;1
17,45;0,666666;1
17,46;0,666666;1
17,47;0,666667;1
17,48;0,666667;1
17,49;0,666667;1
17,5;0,666667;1
17,51;0,666667;1
17,52;0,666667;1
17,53;0,666667;1
17,54;0,666667;1
17,55;0,666667;1
17,56;0,666667;1
17,57;0,666667;1
17,58;0,666667;1
17,59;0,666667;1
17,6;0,666667;1
17,61;0,666667;1
17,62;0,666667;1
17,63;0,666667;1
17,64;0,666667;1
17,65;0,666667;1
17,66;0,666667;1
17,67;0,666667;1
17,68;0,666667;1
17,69;0,666667;1
17,7;0,666667;1
17,71;0,666667;1
17,72;0,666667;1
17,73;0,666667;1
17,74;0,666667;1
17,75;0,666667;1
17,76;0,666667;1
17,77;0,666667;1
17,78;0,666667;1
17,79;0,666667;1
17,8;0,666667;1
17,81;0,666667;1
17,82;0,666667;1
17,83;0,666667;1
17,84;0,666667;1
17,85;0,666667;1
17,86;0,666667;1
17,87;0,666667;1
17,88;0,666667;1
17,89;0,666667;1
17,9;0,666667;1
17,91;0,666667;1
17,92;0,666667;1
17,93;0,666667;1
17,94;0,666667;1
17,95;0,666667;1
17,96;0,666667;1
17,97;0,666667;1
17,98;0,666667;1
17,99;0,666667;1
18;0,666667;1
18,01;0,666667;1
18,02;0,666667;1
18,03;0,666667;1
18,04;0,666667;1
18,05;0,666667;1
18,06;0,666667;1
18,07;0,666667;1
18,08;0,666667;1
18,09;0,666667;1
18,1;0,666667;1
18,11;0,666667;1
18,12;0,666667;1
18,13;0,666667;1
18,14;0,666667;1
18,15;0,666667;1
18,16;0,666667;1
18,17;0,666667;1
18,18;0,666667;1
18,19;0,666667;1
18,2;0,666667;1
18,21;0,666667;1
18,22;0,666667;1
18,23;0,666667;1
18,24;0,666667;1
18,25;0,666667;1
18,26;0,666667;1
18,27;0,666667;1
18,28;0,666667;1
18,29;0,666667;1
18,3;0,666667;1
18,31;0,666667;1
18,32;0,666667;1
18,33;0,666667;1
18,34;0,666667;1
18,35;0,666667;1
18,36;0,666667;1
18,37;0,666667;1
18,38;0,666667;1
18,39;0,666667;1
18,4;0,666667;1
18,41;0,666667;1
18,42;0,666667;1
18,43;0,666667;1
18,44;0,666667;1
18,45;0,666667;1
18,46;0,666667;1
18,47;0,666667;1
18,48;0,666667;1
18,49;0,666667;1
18,5;0,666667;1
18,51;0,666667;1
18,52;0,666667;1
18,53;0,666667;1
18,54;0,666667;1
18,55;0,666667;1
18,56;0,666667;1
18,57;0,666667;1
18,58;0,666667;1
18,59;0,666667;1
18,6;0,666667;1
18,61;0,666667;1
18,62;0,666667;1
18,63;0,666667;1
18,64;0,666667;1
18,65;0,666667;1
18,66;0,666667;1
18,67;0,666667;1
18,68;0,666667;1
18,69;0,666667;1
18,7;0,666667;1
18,71;0,666667;1
18,72;0,666667;1
18,73;0,666667;1
18,74;0,666667;1
18,75;0,666667;1
18,76;0,666667;1
18,77;0,666667;1
18,78;0,666667;1
18,79;0,666667;1
18,8;0,666667;1
18,81;0,666667;1
18,82;0,666667;1
18,83;0,666667;1
18,84;0,666667;1
18,85;0,666667;1
18,86;0,666667;1
18,87;0,666667;1
18,88;0,666667;1
18,89;0,666667;1
18,9;0,666667;1
18,91;0,666667;1
18,92;0,666667;1
18,93;0,666667;1
18,94;0,666667;1
18,95;0,666667;1
18,96;0,666667;1
18,97;0,666667;1
18,98;0,666667;1
18,99;0,666667;1
19;0,666667;1
19,01;0,666667;1
19,02;0,666667;1
19,03;0,666667;1
19,04;0,666667;1
19,05;0,666667;1
19,06;0,666667;1
19,07;0,666667;1
19,08;0,666667;1
19,09;0,666667;1
19,1;0,666667;1
19,11;0,666667;1
19,12;0,666667;1
19,13;0,666667;1
19,14;0,666667;1
19,15;0,666667;1
19,16;0,666667;1
19,17;0,666667;1
19,18;0,666667;1
19,19;0,666667;1
19,2;0,666667;1
19,21;0,666667;1
19,22;0,666667;1
19,23;0,666667;1
19,24;0,666667;1
19,25;0,666667;1
19,26;0,666667;1
19,27;0,666667;1
19,28;0,666667;1
19,29;0,666667;1
19,3;0,666667;1
19,31;0,666667;1
19,32;0,666667;1
19,33;0,666667;1
19,34;0,666667;1
19,35;0,666667;1
19,36;0,666667;1
19,37;0,666667;1
19,38;0,666667;1
19,39;0,666667;1
19,4;0,666667;1
19,41;0,666667;1
19,42;0,666667;1
19,43;0,666667;1
19,44;0,666667;1
19,45;0,666667;1
19,46;0,666667;1
19,47;0,666667;1
19,48;0,666667;1
19,49;0,666667;1
19,5;0,666667;1
19,51;0,666667;1
19,52;0,666667;1
19,53;0,666667;1
19,54;0,666667;1
19,55;0,666667;1
19,56;0,666667;1
19,57;0,666667;1
19,58;0,666667;1
19,59;0,666667;1
19,6;0,666667;1
19,61;0,666667;1
19,62;0,666667;1
19,63;0,666667;1
19,64;0,666667;1
19,65;0,666667;1
19,66;0,666667;1
19,67;0,666667;1
19,68;0,666667;1
19,69;0,666667;1
19,7;0,666667;1
19,71;0,666667;1
19,72;0,666667;1
19,73;0,666667;1
19,74;0,666667;1
19,75;0,666667;1
19,76;0,666667;1
19,77;0,666667;1
19,78;0,666667;1
19,79;0,666667;1
19,8;0,666667;1
19,81;0,666667;1
19,82;0,666667;1
19,83;0,666667;1
19,84;0,666667;1
19,85;0,666667;1
19,86;0,666667;1
19,87;0,666667;1
19,88;0,666667;1
19,89;0,666667;1
19,9;0,666667;1
19,91;0,666667;1
19,92;0,666667;1
19,93;0,666667;1
19,94;0,666667;1
19,95;0,666667;1
19,96;0,666667;1
19,97;0,666667;1
19,98;0,666667;1
19,99;0,666667;1
